0,0,0,0,0,0,0,36,235,304,324,329,328,324,320,309,289,247,127,8,0,0,0,0
0,0,0,0,0,0,0,31,235,308,325,328,327,322,316,303,282,237,118,8,0,0,0,0
0,0,0,0,0,0,0,33,230,303,324,330,329,326,319,306,286,236,118,3,0,0,0,0
0,0,0,0,0,0,8,42,215,303,320,324,324,322,314,303,281,224,108,6,0,0,0,0
0,0,0,0,0,0,1,42,216,312,372,408,407,407,400,386,359,291,150,20,0,0,0,0
0,0,0,0,0,0,0,50,268,225,251,276,308,311,306,290,307,267,133,6,0,0,0,0
0,0,0,0,0,0,2,24,120,180,233,238,202,157,135,170,161,118,65,0,0,0,0,0
0,0,0,0,0,0,1,46,267,333,365,375,376,345,303,289,260,195,66,0,0,0,0,0
0,0,0,0,0,0,1,68,270,320,377,384,372,349,384,361,335,283,159,16,0,0,0,0
0,0,0,0,0,0,1,69,280,366,388,394,395,392,387,374,347,293,166,15,0,0,0,0
0,0,0,0,0,0,1,69,282,357,377,390,390,383,378,368,343,296,199,69,46,0,0,0
0,0,0,0,0,0,0,67,265,358,405,419,417,402,351,281,153,142,52,0,0,0,0,0
0,0,0,0,0,0,0,37,207,333,370,307,209,266,254,342,311,293,192,39,10,10,10,0
0,0,0,0,0,0,1,27,54,72,106,206,251,325,270,204,153,40,3,0,0,0,0,0
0,0,0,0,0,0,3,26,45,212,300,302,280,306,151,54,30,8,0,0,0,0,0,0
0,0,0,0,0,0,3,27,41,59,127,202,162,91,165,228,273,252,149,118,94,0,0,0
0,0,0,0,0,0,1,54,212,286,401,409,396,369,364,285,326,321,262,159,49,0,0,0
0,0,0,0,0,0,1,97,335,397,415,422,413,410,400,374,367,337,239,124,104,0,0,0
0,0,0,0,0,0,0,91,321,390,407,411,408,411,406,395,362,322,238,131,108,0,0,0
0,0,0,0,0,0,1,77,295,342,273,316,274,313,368,335,360,300,138,3,0,0,0,0
0,0,0,0,0,0,1,45,258,340,382,396,354,375,312,179,148,142,82,5,0,0,0,0
0,0,0,0,0,0,2,21,77,268,381,401,403,383,260,193,175,141,79,14,0,0,0,0
0,0,0,0,0,0,1,56,288,368,390,396,402,404,396,386,356,315,242,170,143,0,0,0
0,0,0,0,0,0,1,100,324,390,409,413,412,407,400,366,216,301,229,116,55,0,0,0
0,0,0,0,0,0,1,71,302,347,297,258,329,380,389,372,318,270,181,134,17,0,0,0
0,0,0,0,0,0,1,90,324,387,405,409,404,406,390,345,303,283,190,109,78,0,0,0
0,0,0,0,0,0,2,81,315,385,407,402,394,245,103,77,57,25,5,0,0,0,0,0
0,0,0,0,0,0,5,56,232,323,386,395,204,101,96,66,51,27,3,0,0,0,0,0
